the_geom,MeterType,MeterNo,LONG,LAT,Status
POINT (-73.81750756755493 40.81886159904493),Strada,2162909,-73.8175075676,40.818861599,Active
POINT (-73.88402662978208 40.867904997522054),Strada,2363001,-73.8840266298,40.8679049975,Active
POINT (-73.995004495948 40.75497558263725),Strada,1449902,-73.9950044959,40.7549755826,Active
POINT (-73.96823208191213 40.80025001391432),Strada,1218199,-73.9682320819,40.8002500139,Active
POINT (-74.00980704847308 40.702226381292014),Strada,1113096,-74.0098070485,40.7022263813,Active
POINT (-73.98057713405952 40.73866367912571),Strada,1043048,-73.9805771341,40.7386636791,Active
POINT (-74.01551707748938 40.70650509949644),Strada,1113058,-74.0155170775,40.7065050995,Inactive
POINT (-73.97537148856746 40.78736524225634),Strada,1033030,-73.9753714886,40.7873652423,Active
POINT (-73.98097545638397 40.77502966362137),Strada,1033096,-73.9809754564,40.7750296636,Active
POINT (-73.97613090103454 40.673878851737356),Strada,3179377,-73.976130901,40.6738788517,Active
POINT (-73.99312821935501 40.741411576217175),Strada,1453052,-73.9931282194,40.7414115762,Active
POINT (-73.98003948661888 40.77536156834155),Strada,1033107,-73.9800394866,40.7753615683,Active
POINT (-74.00595954094193 40.72402071001006),Strada,1323026,-74.0059595409,40.72402071,Active
POINT (-73.98763077348933 40.77567899515367),Strada,1393015,-73.9876307735,40.7756789952,Active
POINT (-73.98898784709792 40.718003072116616),Strada,1723001,-73.9889878471,40.7180030721,Inactive
POINT (-73.98931212218847 40.76032092316521),Strada,1403045,-73.9893121222,40.7603209232,Active
POINT (-73.98186394510093 40.746099918855805),Strada,1443621,-73.9818639451,40.7460999189,Active
POINT (-73.99063487143563 40.76610031962333),Strada,1403117,-73.9906348714,40.7661003196,Active
POINT (-73.98981967467041 40.75631724335358),Strada,1443959,-73.9898196747,40.7563172434,Active
POINT (-73.99456053585602 40.73961940214364),Strada,1453130,-73.9945605359,40.7396194021,Active
POINT (-73.98769234621737 40.73595921303581),Strada,1453159,-73.9876923462,40.735959213,Active
POINT (-73.98588926396047 40.73486122413043),Strada,1453233,-73.985889264,40.7348612241,Active
POINT (-73.991037555032 40.736218988864614),Strada,1453280,-73.991037555,40.7362189889,Active
POINT (-73.99449511147398 40.74076282348488),Strada,1453310,-73.9944951115,40.7407628235,Active
POINT (-73.99671313224808 40.74246236484574),Strada,1453320,-73.9967131322,40.7424623648,Active
POINT (-73.97014310356325 40.75878898092822),Strada,1433246,-73.9701431036,40.7587889809,Active
POINT (-73.97319518589441 40.76130287894128),Strada,1433769,-73.9731951859,40.7613028789,Active
POINT (-73.97788822718726 40.76354441931336),Strada,1433779,-73.9778882272,40.7635444193,Active
POINT (-73.99217653655873 40.73371415701355),Strada,1473120,-73.9921765366,40.733714157,Active
POINT (-73.97869503205 40.76156682154899),Strada,1433068,-73.978695032,40.7615668215,Active
POINT (-73.81894696705619 40.72055889460861),Strada,4512685,-73.8189469671,40.7205588946,Active
POINT (-74.0049240646641 40.73736125615058),Strada,1413031,-74.0049240647,40.7373612562,Active
POINT (-73.849754706454 40.73217422994691),Strada,4451772,-73.8497547065,40.7321742299,Active
POINT (-73.91631328307274 40.75764475387354),Strada,4072215,-73.9163132831,40.7576447539,Active
POINT (-73.88406414731197 40.748748179001375),Strada,4122389,-73.8840641473,40.748748179,Active
POINT (-73.96330937692952 40.7684003754936),Strada,1074886,-73.9633093769,40.7684003755,Active
POINT (-73.880498594448 40.74992501842072),Strada,4122376,-73.8804985944,40.7499250184,Active
POINT (-73.89195864281426 40.74698674571527),Strada,4122430,-73.8919586428,40.7469867457,Active
POINT (-73.88699275529702 40.74917552183162),Strada,4122403,-73.8869927553,40.7491755218,Active
POINT (-73.8150012037914 40.72831224683063),Strada,4512475,-73.8150012038,40.7283122468,Active
POINT (-73.9211927858441 40.760425359495734),Strada,4072209,-73.9211927858,40.7604253595,Active
POINT (-73.97935091314486 40.575627152906605),Strada,3631601,-73.9793509131,40.5756271529,Inactive
POINT (-73.96399252422334 40.60789911604421),Strada,3051330,-73.9639925242,40.607899116,Active
POINT (-74.11809584805859 40.573428265188774),Strada,5053278,-74.1180958481,40.5734282652,Active
POINT (-73.90290454950606 40.862784473995276),Strada,2013044,-73.9029045495,40.862784474,Active
POINT (-73.8997221620285 40.86257785677612),Strada,2013039,-73.899722162,40.8625778568,Active
POINT (-73.84863206737364 40.84678868529147),Strada,2323247,-73.8486320674,40.8467886853,Active
POINT (-73.93010542402679 40.75631084937065),Strada,4233019,-73.930105424,40.7563108494,Active
POINT (-73.92520360537574 40.74192403879853),Strada,4013113,-73.9252036054,40.7419240388,Active
POINT (-73.79448243140358 40.77207655467172),Strada,4283120,-73.7944824314,40.7720765547,Active
POINT (-73.80868604616128 40.76383770444582),Strada,4283049,-73.8086860462,40.7638377044,Active
POINT (-73.81591989850993 40.756083014333015),Strada,4283004,-73.8159198985,40.7560830143,Active
POINT (-73.79274730235456 40.75785753480397),Strada,4283038,-73.7927473024,40.7578575348,Active
POINT (-73.73359374807002 40.719460789053954),Strada,4303009,-73.7335937481,40.7194607891,Active
POINT (-73.8327754012809 40.714768819319076),Strada,4043028,-73.8327754013,40.7147688193,Active
POINT (-73.8347762724346 40.71672726884992),Strada,4043011,-73.8347762724,40.7167272689,Active
POINT (-73.85463389275398 40.69265869792524),Strada,4313058,-73.8546338928,40.6926586979,Active
POINT (-73.96083220428488 40.591949539667944),Strada,3063011,-73.9608322043,40.5919495397,Active
POINT (-74.01057596488246 40.64531529482006),Strada,3123039,-74.0105759649,40.6453152948,Active
POINT (-73.95297644725065 40.66725589277296),Strada,3403098,-73.9529764473,40.6672558928,Active
POINT (-73.95370198686591 40.681834399350926),Strada,3403048,-73.9537019869,40.6818343994,Active
POINT (-73.94989836734838 40.67960555836175),Strada,3403008,-73.9498983673,40.6796055584,Active
POINT (-73.92675390633806 40.61882611752295),Strada,3333076,-73.9267539063,40.6188261175,Active
POINT (-73.90292176605584 40.6455988722811),Strada,3383058,-73.9029217661,40.6455988723,Active
POINT (-73.97113370227912 40.590630819486485),Strada,3543096,-73.9711337023,40.5906308195,Active
POINT (-73.91769374933898 40.62482774744629),Strada,3383117,-73.9176937493,40.6248277474,Active
POINT (-73.89489347971006 40.64726175914168),Strada,3383076,-73.8948934797,40.6472617591,Active
POINT (-73.96922523669569 40.640310551301425),Strada,3602959,-73.9692252367,40.6403105513,Active
POINT (-73.97374473276804 40.63596232133172),Strada,3602946,-73.9737447328,40.6359623213,Active
POINT (-74.0083751068931 40.61082491147183),Strada,3463045,-74.0083751069,40.6108249115,Active
POINT (-73.95847391603607 40.70433543532412),Strada,3283022,-73.958473916,40.7043354353,Active
POINT (-73.95966674849902 40.70913870189097),Strada,3283051,-73.9596667485,40.7091387019,Inactive
POINT (-73.86578949624642 40.67882756317291),Strada,3623004,-73.8657894962,40.6788275632,Active
POINT (-73.97920621891946 40.642819250750854),Strada,3503017,-73.9792062189,40.6428192508,Active
POINT (-73.96333502495472 40.61758398040887),Strada,3313001,-73.963335025,40.6175839804,Active
POINT (-73.91507344431575 40.656023118408406),Strada,3433002,-73.9150734443,40.6560231184,Active
POINT (-73.86607466621518 40.85953021907368),Strada,2093049,-73.8660746662,40.8595302191,Active
POINT (-73.92894342069147 40.81707947067486),Strada,2353015,-73.9289434207,40.8170794707,Active
POINT (-73.86661670681039 40.87135084885548),Strada,2233047,-73.8666167068,40.8713508489,Active
POINT (-73.85085161693505 40.83158546976559),Strada,2063019,-73.8508516169,40.8315854698,Active
POINT (-73.87553106672097 40.82906891359561),Strada,2203029,-73.8755310667,40.8290689136,Active
POINT (-73.87764751845934 40.828609798648685),Strada,2203018,-73.8776475185,40.8286097986,Active
POINT (-73.89760410977937 40.84700989002376),Strada,2053048,-73.8976041098,40.84700989,Active
POINT (-73.90410358099862 40.848986169959254),Strada,2053051,-73.904103581,40.84898617,Active
POINT (-73.89269103520722 40.859553687926365),Strada,2013094,-73.8926910352,40.8595536879,Active
POINT (-73.89969501851107 40.85832378043647),Strada,2013056,-73.8996950185,40.8583237804,Active
POINT (-74.075493339044 40.62630385243635),Strada,5033015,-74.075493339,40.6263038524,Active
POINT (-74.10280972286297 40.61585501382006),Strada,5063027,-74.1028097229,40.6158550138,Active
POINT (-74.00470412299555 40.62242224560361),Strada,3463031,-74.004704123,40.6224222456,Active
POINT (-73.99589997915672 40.717481587477444),Strada,1243034,-73.9958999792,40.7174815875,Active
POINT (-73.99036115653774 40.718207206714844),Strada,1023014,-73.9903611565,40.7182072067,Active
POINT (-73.98880125894412 40.721955189609524),Strada,1023041,-73.9888012589,40.7219551896,Active
POINT (-73.9934316464617 40.7173539185679),Strada,1023101,-73.9934316465,40.7173539186,Active
POINT (-73.99058674762614 40.71443573120492),Strada,1023154,-73.9905867476,40.7144357312,Active
POINT (-73.99019936025798 40.71998090296448),Strada,1023191,-73.9901993603,40.719980903,Active
POINT (-73.9834747623491 40.734516399243894),Strada,1043065,-73.9834747623,40.7345163992,Active
POINT (-73.9805261985407 40.761628404254),Strada,1433103,-73.9805261985,40.7616284043,Active
POINT (-73.98084379333272 40.765032748051595),Strada,1433148,-73.9808437933,40.7650327481,Active
POINT (-73.99106221515459 40.73380719745325),Strada,1473004,-73.9910622152,40.7338071975,Active
POINT (-73.98821707941947 40.74004978904546),Strada,1453020,-73.9882170794,40.740049789,Active
POINT (-73.99477452160916 40.741999015689586),Strada,1453056,-73.9947745216,40.7419990157,Active
POINT (-73.97729524874424 40.77963080925382),Strada,1033080,-73.9772952487,40.7796308093,Active
POINT (-73.98843743558643 40.72817277013713),Strada,1043107,-73.9884374356,40.7281727701,Inactive
POINT (-74.01299687612796 40.703266932650514),Strada,1483067,-74.0129968761,40.7032669327,Active
POINT (-74.01041082505152 40.70473387420086),Strada,1483054,-74.0104108251,40.7047338742,Active
POINT (-73.93842547121592 40.84306621640638),Strada,1058369,-73.9384254712,40.8430662164,Active
POINT (-73.93847259285855 40.84649368250947),Strada,1058402,-73.9384725929,40.8464936825,Active
POINT (-73.98540248294883 40.68724615895221),Strada,3013027,-73.9854024829,40.687246159,Active
POINT (-73.93278454885818 40.85128810524273),Strada,1058338,-73.9327845489,40.8512881052,Active
POINT (-73.99985597534787 40.73121743323307),Strada,1149975,-73.9998559753,40.7312174332,Active
POINT (-73.9728865648493 40.75310541810051),Strada,1433708,-73.9728865648,40.7531054181,Active
POINT (-73.88052907384349 40.879839420484),Strada,2073055,-73.8805290738,40.8798394205,Active
POINT (-73.90412446940725 40.85244048134118),Strada,2103007,-73.9041244694,40.8524404813,Active
POINT (-73.82781266763288 40.83237583945062),Strada,2162842,-73.8278126676,40.8323758395,Active
POINT (-73.947447721945 40.62957329825351),Strada,3043144,-73.9474477219,40.6295732983,Active
POINT (-73.93227003481394 40.84940897030359),Strada,1058321,-73.9322700348,40.8494089703,Active
POINT (-73.9346165775902 40.85019669946972),Strada,1058348,-73.9346165776,40.8501966995,Active
POINT (-73.93532196264519 40.84696907860535),Strada,1058299,-73.9353219626,40.8469690786,Active
POINT (-74.02252492650749 40.629965556257574),Strada,3091446,-74.0225249265,40.6299655563,Active
POINT (-73.90878710427266 40.87549936569548),Strada,2262692,-73.9087871043,40.8754993657,Active
POINT (-73.95601840082327 40.64475495077913),Strada,3043087,-73.9560184008,40.6447549508,Inactive
POINT (-73.9597105765223 40.65540748442413),Strada,3043119,-73.9597105765,40.6554074844,Active
POINT (-73.98306368310963 40.673186445024974),Strada,3029363,-73.9830636831,40.673186445,Active
POINT (-73.92602304331228 40.61266217645422),Strada,3333058,-73.9260230433,40.6126621765,Active
POINT (-73.95996715961826 40.77082357833555),Strada,1208005,-73.9599671596,40.7708235783,Active
POINT (-73.96241157358762 40.80573619535313),Strada,1389722,-73.9624115736,40.8057361954,Active
POINT (-73.94539499211047 40.61945447941265),Strada,3043174,-73.9453949921,40.6194544794,Active
POINT (-73.94875868512383 40.64249296617872),Strada,3043198,-73.9487586851,40.6424929662,Active
POINT (-73.91037727415696 40.66979549312901),Strada,3033009,-73.9103772742,40.6697954931,Active
POINT (-73.99416155019735 40.63297535362865),Strada,3113017,-73.9941615502,40.6329753536,Active
POINT (-73.98846461584883 40.638339336280694),Strada,3113050,-73.9884646158,40.6383393363,Active
POINT (-73.93142254083293 40.651473883436),Strada,3163089,-73.9314225408,40.6514738834,Active
POINT (-73.92608692076986 40.652479866724505),Strada,3163076,-73.9260869208,40.6524798667,Active
POINT (-73.96307466919153 40.649729971993516),Strada,3163045,-73.9630746692,40.649729972,Active
POINT (-73.97289245588581 40.607702606492786),Strada,3413047,-73.9728924559,40.6077026065,Active
POINT (-74.031355446916 40.622967275120516),Strada,3423033,-74.0313554469,40.6229672751,Active
POINT (-73.83807424327483 40.71899890059152),Strada,4043044,-73.8380742433,40.7189989006,Active
POINT (-73.83925092703815 40.719623833040274),Strada,4043043,-73.839250927,40.719623833,Active
POINT (-73.92327875680044 40.75574478048365),Strada,4072172,-73.9232787568,40.7557447805,Active
POINT (-73.87314803125628 40.74883989030604),Strada,4122331,-73.8731480313,40.7488398903,Active
POINT (-73.83258630851047 40.753399370564225),Strada,4061121,-73.8325863085,40.7533993706,Active
POINT (-73.82500667364685 40.82952182934114),Strada,2162870,-73.8250066736,40.8295218293,Active
POINT (-73.83328550563922 40.764319022532725),Strada,4061135,-73.8332855056,40.7643190225,Active
POINT (-73.86257174446338 40.74891734658422),Strada,4193038,-73.8625717445,40.7489173466,Active
POINT (-73.93080770429914 40.76102122847997),Strada,4233165,-73.9308077043,40.7610212285,Active
POINT (-73.89212716481691 40.72765140638298),Strada,4353028,-73.8921271648,40.7276514064,Active
POINT (-74.11184330479821 40.62961559124103),Strada,5043035,-74.1118433048,40.6296155912,Active
POINT (-74.10280660168573 40.63103734343305),Strada,5043026,-74.1028066017,40.6310373434,Active
POINT (-73.90853597975959 40.77467488404656),Strada,4181682,-73.9085359798,40.774674884,Active
POINT (-73.9472569057979 40.650857721387005),Strada,3163019,-73.9472569058,40.6508577214,Active
POINT (-73.86096465559172 40.73129808120286),Strada,4451784,-73.8609646556,40.7312980812,Active
POINT (-73.84826631800722 40.7103125406872),Strada,4522513,-73.848266318,40.7103125407,Active
POINT (-73.94001364564639 40.83815391564388),Strada,1228458,-73.9400136456,40.8381539156,Active
POINT (-73.88369750169885 40.857737566387186),Strada,2013122,-73.8836975017,40.8577375664,Active
POINT (-73.934633609973 40.848741912949244),Strada,1058357,-73.93463361,40.8487419129,Active
POINT (-73.92641631574801 40.863332919763835),Strada,1068263,-73.9264163157,40.8633329198,Active
POINT (-73.97598258532231 40.686867546034456),Strada,3013657,-73.9759825853,40.686867546,Active
POINT (-73.95185455179312 40.82422122004706),Strada,1228431,-73.9518545518,40.82422122,Active
POINT (-73.88104832183167 40.88313310333488),Strada,2073089,-73.8810483218,40.8831331033,Active
POINT (-73.9987677705337 40.71461303633457),Strada,1243111,-73.9987677705,40.7146130363,Active
POINT (-73.9620323346052 40.76758914732699),Strada,1074881,-73.9620323346,40.7675891473,Active
POINT (-74.10698373769182 40.637144741658),Strada,5043051,-74.1069837377,40.6371447417,Active
POINT (-73.99519357462225 40.74554281983706),Strada,1443563,-73.9951935746,40.7455428198,Active
POINT (-73.98052059570861 40.74223890833001),Strada,1443714,-73.9805205957,40.7422389083,Active
POINT (-73.9781293724603 40.783585081076865),Strada,1033035,-73.9781293725,40.7835850811,Active
POINT (-73.98519935945988 40.75612858902803),Strada,1433143,-73.9851993595,40.756128589,Active
POINT (-73.95045419189252 40.65979522397872),Strada,3403102,-73.9504541919,40.659795224,Active
POINT (-73.98789293796982 40.716397381548575),Strada,1023167,-73.987892938,40.7163973815,Active
POINT (-73.94260311007314 40.84112705541226),Strada,1058418,-73.9426031101,40.8411270554,Retired
POINT (-73.98007840677187 40.713926816954306),Strada,1023170,-73.9800784068,40.713926817,Active
POINT (-73.98935394740542 40.74388111309722),Strada,1443537,-73.9893539474,40.7438811131,Active
